ID,gender,group,time,neg,pos
198,1,0,4,2.00154,4.25954
199,0,0,1,1.98408,2.53686
199,0,0,2,1.0736,4.33788
199,0,0,3,2.59783,4.07226
199,0,0,4,1.58151,2.52528
200,1,0,1,1.26667,1.91667
200,1,0,2,3.6,2.32885
200,1,0,3,1.82916,2.65681
200,1,0,4,3.24319,1.95632
201,0,1,1,1.53333,4
201,0,1,2,1.93333,3.82841
201,0,1,3,1.83278,3.81185
201,0,1,4,1.74643,3.15888
202,1,1,1,3.44789,3.4129
202,1,1,2,2.51168,3.6704
202,1,1,3,2.36052,2.23376
202,1,1,4,1.81453,3.05463
203,0,0,1,1.31407,2.32342
203,0,0,2,1.15429,3.25765
203,0,0,3,1.23351,3.42311
203,0,0,4,1.15492,3.53078
204,0,1,1,2.8,2.5
204,0,1,2,2.96667,4.85147
204,0,1,3,2.26336,4.50488
204,0,1,4,1.70613,3.215
205,0,0,1,3.52753,4.30818
205,0,0,2,1.45512,3.65267
205,0,0,3,1.65465,2.19577
205,0,0,4,1.07007,3.98942
206,1,0,1,3.46667,1.91667
206,1,0,2,3.13333,3.23587
206,1,0,3,2.18433,4.20066
206,1,0,4,1.6436,2.61755
207,0,0,1,2.33333,1.51077
207,0,0,2,1.46027,2.21167
207,0,0,3,2.33333,2.11
207,0,0,4,1.47587,2.67506
208,1,0,1,1,3.91667
208,1,0,2,2.4,4.46167
208,1,0,3,4.53333,3.11
208,1,0,4,1.42759,3.53556
209,1,0,1,1.4,4.75
209,1,0,2,1.13333,4.87755
209,1,0,3,2.15883,4.42897
209,1,0,4,1.68991,4.00797
210,0,0,1,1.37559,3.97222
210,0,0,2,1.8,4.045
210,0,0,3,1.26667,4.19333
210,0,0,4,2.33333,3.75
211,1,0,1,1.35006,3.66667
211,1,0,2,2.13333,3.81254
211,1,0,3,1.72388,4.38727
211,1,0,4,2.03364,4.67175
212,1,0,1,1.99119,3.11709
212,1,0,2,2.23899,3.38474
212,1,0,3,2.36823,2.69915
212,1,0,4,1.69743,4.95527
213,0,0,1,1.08946,5
213,0,0,2,2.73333,4.37833
213,0,0,3,1.33333,4.69333
213,0,0,4,1.68837,3.69887
214,1,0,1,1.67616,4
214,1,0,2,2.66667,2.73944
214,1,0,3,1.46667,3.86
214,1,0,4,1,4.66667
215,0,0,1,1.47034,3.75
215,0,0,2,1.93333,3.46167
215,0,0,3,1.53333,4.69333
215,0,0,4,1.46667,3.58333
216,0,1,1,2.14154,3.61709
216,0,1,2,2.65514,3.24681
216,0,1,3,1.91681,2.49759
216,0,1,4,1.78571,3.1849
217,0,0,1,1.14214,4.41667
217,0,0,2,1.4,3.96167
217,0,0,3,1.6,1.86
217,0,0,4,1,2
218,1,0,1,1.19533,2.91667
218,1,0,2,1.53333,2.46508
218,1,0,3,1.53348,3.27992
218,1,0,4,2.33333,2.08333
219,0,0,1,1.53614,4.5
219,0,0,2,2.33333,1.86402
219,0,0,3,1.13333,3.77667
219,0,0,4,1.43167,4.94933
220,1,0,1,1.51933,3.33333
220,1,0,2,1.33333,3.295
220,1,0,3,1.4,3.27667
220,1,0,4,2.13333,3.41667
221,0,0,1,4.03226,1.83333
221,0,0,2,3.46667,2.71167
221,0,0,3,3.33333,1.36
221,0,0,4,2.53333,1.66667
222,1,0,1,2.96387,2.5473
222,1,0,2,3.45044,3.96167
222,1,0,3,1.26667,4.94333
222,1,0,4,1.66667,4.75
223,0,0,1,1.4426,4.83333
223,0,0,2,2.06667,4.71167
223,0,0,3,1.26667,3.86
223,0,0,4,5,1.08333
224,0,0,1,1.92784,4.53439
224,0,0,2,1.00307,2.8707
224,0,0,3,1.829,2.78892
224,0,0,4,1.44432,2.52368
225,1,0,1,2.58502,3.33333
225,1,0,2,1.4,2.87833
225,1,0,3,1.6,2.27667
225,1,0,4,2.06667,3.75
226,1,0,1,3.12582,4.08333
226,1,0,2,1.6,1.96989
226,1,0,3,3.73333,2.02667
226,1,0,4,1,2.16667
227,1,0,1,1.73022,1.97293
227,1,0,2,2.81537,3.29311
227,1,0,3,1.71051,2.94791
227,1,0,4,1.78333,4.62889
228,1,1,1,1.01951,2.78233
228,1,1,2,1.74002,4.28995
228,1,1,3,2.10722,4.60342
228,1,1,4,1.65947,3.02726
229,0,0,1,2.33243,4.16667
229,0,0,2,1.8,3.63826
229,0,0,3,1.10235,4.36819
229,0,0,4,1.98774,4.23067
230,1,0,1,2.3989,3.16667
230,1,0,2,2.2,3.545
230,1,0,3,2.53333,3.44333
230,1,0,4,2.2,3.66667
231,0,0,1,1.08417,3.97814
231,0,0,2,2.33396,3.19207
231,0,0,3,1.38709,4.46035
231,0,0,4,1.6548,4.38046
232,1,0,1,1.23019,2.79816
232,1,0,2,2.40623,4.21167
232,1,0,3,1.43333,4.22111
232,1,0,4,1.33333,4.33333
233,0,0,1,1.72551,3.5
233,0,0,2,1.86667,3.46167
233,0,0,3,1.73333,3.61
233,0,0,4,1.56521,3.65306
234,1,0,1,3.29296,4.91667
234,1,0,2,2.53333,4.295
234,1,0,3,1.66667,4.61
234,1,0,4,1.53333,3.25
235,0,0,1,1.04454,2.75657
235,0,0,2,1.95804,4.04037
235,0,0,3,2.22565,3.62622
235,0,0,4,1.98209,3.59484
236,0,1,1,2.23063,4.58333
236,0,1,2,1.6,2.24622
236,0,1,3,2.75173,4.24969
236,0,1,4,2.65189,2.66899
237,0,0,1,1.14384,2.33333
237,0,0,2,1.93333,4.2507
237,0,0,3,1.26667,4.11
237,0,0,4,1.26667,2.7225799999999998
238,1,0,1,2.25436,2.75
238,1,0,2,2.73333,4.37833
238,1,0,3,2.2,3.61
238,1,0,4,1.50372,3.65477
239,1,0,1,1.63148,2.5
239,1,0,2,1.26667,3.21568
239,1,0,3,1.39647,4.44368
239,1,0,4,1.43096,3.43222
240,0,0,1,2.05885,2.91667
240,0,0,2,2.51667,3.295
240,0,0,3,1.53333,2.94333
240,0,0,4,1.6469,2.02126
241,1,1,1,2.60382,4.58333
241,1,1,2,2.6,4.62833
241,1,1,3,2.06667,4.27667
241,1,1,4,1.6,4.16667
242,1,0,1,1.20424,4.08333
242,1,0,2,2.6,4.71167
242,1,0,3,1.26667,5.11
242,1,0,4,1.2,4.66667
243,0,0,1,1.48518,3.33165
243,0,0,2,2.16236,3.5327
243,0,0,3,2.41475,2.74157
243,0,0,4,1.53329,2.74707
244,1,0,1,1.94217,3.83333
244,1,0,2,2.26667,4.295
244,1,0,3,1.4,4.52667
244,1,0,4,2.2,4.16667
245,1,0,1,1.03618,4.75
245,1,0,2,1.26667,4.96167
245,1,0,3,1,5.11
245,1,0,4,1.2,4.83333
246,1,1,1,2.9324,2.41667
246,1,1,2,1.06667,2.37833
246,1,1,3,1.26667,2.02667
246,1,1,4,1.46667,2
247,0,1,1,2.10071,4.66667
247,0,1,2,1.53333,3.57029
247,0,1,3,1.09247,3.20657
247,0,1,4,1.37066,3.39396
248,1,0,1,1.40211,3.58333
248,1,0,2,1.33333,3.40841
248,1,0,3,1.49092,4.75124
248,1,0,4,1.67249,3.32246
249,0,0,1,3.59055,4.77113
249,0,0,2,3.14318,4.01701
249,0,0,3,1.33333,4.27667
249,0,0,4,4.06667,4.25
250,1,1,1,2.53403,3.28275
250,1,1,2,1.579,3.66017
250,1,1,3,2.54251,3.62701
250,1,1,4,2.25375,4.25594
251,1,0,1,3.51365,2.07661
251,1,0,2,2.43179,2.85091
251,1,0,3,2.66667,4.27667
251,1,0,4,1.8,3.08333
252,1,0,1,3.5189,2.4652
252,1,0,2,3.68773,3.52956
252,1,0,3,2.86667,4.11
252,1,0,4,2.33333,4
253,0,0,1,2.11779,4.7991
253,0,0,2,3.54234,3.70231
253,0,0,3,1.78059,2.43107
253,0,0,4,1.0137,3.01568
254,1,0,1,3.42161,3.07172
254,1,0,2,2.83833,3.38235
254,1,0,3,2.28155,3.24235
254,1,0,4,1.52517,3.17146
255,0,0,1,1.45537,3.57817
255,0,0,2,1.38727,4.2155
255,0,0,3,1.26667,4.86
255,0,0,4,1.2,4.33333
256,0,0,1,2.09725,2.21255
256,0,0,2,3.15647,1.97985
256,0,0,3,2.4,2.36
256,0,0,4,2.8,1.91667
257,1,0,1,3.31335,2.34913
257,1,0,2,2.81475,2.55495
257,1,0,3,1.4,2.94333
257,1,0,4,1.92436,3.96112
258,0,1,1,1.99926,3.03342
258,0,1,2,2.25743,4.36224
258,0,1,3,1.2,2.94333
258,0,1,4,1.26644,4.44618
259,1,0,1,3.80436,1.32402
259,1,0,2,2.98956,2.31124
259,1,0,3,2.5,3.27667
259,1,0,4,3.06667,2.75
260,1,0,1,2.32448,4.15276
260,1,0,2,2.23502,3.39796
260,1,0,3,2.46667,4.36
260,1,0,4,1.99892,3.81069
261,0,0,1,1.3955,2.45968
261,0,0,2,3.42152,2.98287
261,0,0,3,1.46667,4.11
261,0,0,4,4.73333,3.91667
262,0,0,1,2.31699,3.91679
262,0,0,2,2.16802,3.69959
262,0,0,3,1.33333,4.11
262,0,0,4,1.59498,2.9
263,1,0,1,2.50537,4.22277
263,1,0,2,3.62601,4.48578
263,1,0,3,2.86667,4.36
263,1,0,4,1.73333,3.91667
264,0,0,1,2.47089,3.99567
264,0,0,2,1.41314,3.56468
264,0,0,3,1.8,2.27667
264,0,0,4,1.00014,3.75208
265,0,0,1,2.92386,3.28242
265,0,0,2,1.75925,4.26529
265,0,0,3,1.26667,4.44333
265,0,0,4,1,4.41667
266,1,0,1,2.01572,3.65738
266,1,0,2,1.49845,3.95217
266,1,0,3,1.26667,4.19333
266,1,0,4,2.30136,4.09447
267,0,1,1,1.79376,2.75785
267,0,1,2,1.90932,3.89032
267,0,1,3,1.5372,3.97124
267,0,1,4,1.20761,3.11967
268,0,0,1,3.8462,1.6466
268,0,0,2,3.55271,2.90985
268,0,0,3,2.73333,3.11
268,0,0,4,4.13333,2.08333
269,0,0,1,1.32924,4.48047
269,0,0,2,1.2719800000000001,3.70409
269,0,0,3,1.6,4.11
269,0,0,4,1.49577,2.9114
270,1,0,1,2.7888,4.90638
270,1,0,2,1.65568,4.97975
270,1,0,3,1.66667,4.61
270,1,0,4,1.55,4.5
271,1,0,1,1.6168,4.50494
271,1,0,2,1.27152,3.56516
271,1,0,3,1.40326,3.20581
271,1,0,4,2.15841,3.87014
272,0,0,1,3.83871,1.95833
272,0,0,2,1.98054,3.56178
272,0,0,3,2.2,3.94333
272,0,0,4,1.86667,2.91667
273,0,0,1,3.21654,1.96945
273,0,0,2,3.7512,3.56011
273,0,0,3,3.8,4.02667
273,0,0,4,1.93333,3.33333
274,0,1,1,3.15894,3.75123
274,0,1,2,3.05828,3.67634
274,0,1,3,1.93333,3.77667
274,0,1,4,2.2,4.58333
275,1,0,1,2.73003,4.74905
275,1,0,2,1.00011,3.34484
275,1,0,3,2,3.61
275,1,0,4,1.90678,4.44934
276,0,0,1,2.16884,2.87031
276,0,0,2,1.94966,2.1052
276,0,0,3,1.06667,3.11
276,0,0,4,1.06667,3.41667
277,0,0,1,2.06,4.12593
277,0,0,2,2.59883,3.72404
277,0,0,3,1,4.52667
277,0,0,4,1.8,4.83333
278,1,0,1,2.75766,2.34414
278,1,0,2,2.68695,2.59598
278,1,0,3,3.33333,3.36
278,1,0,4,3.4,3.33333
279,1,1,1,2.25061,3.85614
279,1,1,2,1.91838,4.04747
279,1,1,3,2.6,4.27667
279,1,1,4,2.79529,2.91667
280,0,0,1,2.64049,1.9623
280,0,0,2,2.15076,1.99738
280,0,0,3,2.66667,2.86
280,0,0,4,3.26667,2.41667
281,1,0,1,1.22198,3.43702
281,1,0,2,2.40379,4.89495
281,1,0,3,2,4.61
281,1,0,4,1.96695,3.70019
282,0,1,1,1.72739,4.09729
282,0,1,2,2.28349,4.49689
282,0,1,3,1,5.11
282,0,1,4,1.42145,3.09383
283,1,0,1,1.58399,2.94813
283,1,0,2,1.58974,3.2705
283,1,0,3,1.6,4.77667
283,1,0,4,1.81493,3.91667
284,1,0,1,2.14827,4.72435
284,1,0,2,3.54752,4.98687
284,1,0,3,1.93333,3.86
284,1,0,4,2.26667,3.83333
285,1,0,1,2.09221,3.69771
285,1,0,2,2.39272,3.54687
285,1,0,3,2.2,4.36
285,1,0,4,3.06667,4.16667
286,0,1,1,2.63321,2.73962
286,0,1,2,2.09441,4.03005
286,0,1,3,4.2,4.02667
286,0,1,4,1.2,4
287,0,0,1,1.00084,1.29203
287,0,0,2,1.24508,3.3358
287,0,0,3,1.53333,3.86
287,0,0,4,1.13333,3.66667
288,0,0,1,3.07493,2.78028
288,0,0,2,1.7286300000000001,2.23493
288,0,0,3,1.78206,2.50661
288,0,0,4,1.78397,1.93294
289,0,0,1,3.27133,3.78602
289,0,0,2,3.14117,3.14845
289,0,0,3,2.5735,4.22499
289,0,0,4,1.93567,4.33159
290,1,0,1,3.30471,2.94543
290,1,0,2,1.00904,3.79731
290,1,0,3,1.45517,2.49547
290,1,0,4,2.3123,3.48562
291,1,0,1,2.2,3.5
291,1,0,2,2.45,3.12833
291,1,0,3,1.53333,2.52667
291,1,0,4,3.05944,3.0510100000000002
292,1,0,1,3.46734,4.5387
292,1,0,2,1.81105,2.795
292,1,0,3,2.73333,4.36
292,1,0,4,1.40498,4.24151
293,0,0,1,1.6,2.58333
293,0,0,2,1.13333,3.795
293,0,0,3,1.53333,4.44333
293,0,0,4,1.32833,3.08204
294,0,0,1,1,3.83333
294,0,0,2,1.53333,4.87833
294,0,0,3,1.26153,3.39883
294,0,0,4,1.08794,4.95772
295,0,0,1,2.31,3.26847
295,0,0,2,1.52739,3.65681
295,0,0,3,2.44902,2.87141
295,0,0,4,2.97508,2.97438
296,0,0,1,2.26667,2.75341
296,0,0,2,1.68507,4.295
296,0,0,3,1.2,4.44333
296,0,0,4,1.23181,4.75632
297,0,0,1,1.21812,4.80695
297,0,0,2,2.19277,3.87833
297,0,0,3,1.73333,4.44333
297,0,0,4,1.86667,4.58333
298,1,0,1,1.26667,5
298,1,0,2,1.33333,4.12833
298,1,0,3,1.06667,4.27667
298,1,0,4,1.00009,4.77502
299,0,1,1,3.31059,4.82559
299,0,1,2,1.4709,4.79164
299,0,1,3,2.76063,3.70796
299,0,1,4,1.06667,3.25
300,0,1,1,2,5
300,0,1,2,1.53333,5.045
300,0,1,3,1.45199,4.06096
300,0,1,4,1.88746,4.06417
301,1,0,1,1.53333,4
301,1,0,2,2.68333,3.02701
301,1,0,3,1.37913,4.00205
301,1,0,4,2.08702,4.58643
302,0,0,1,2.15597,4.15402
302,0,0,2,1.31478,4.21135
302,0,0,3,1.88968,4.20632
302,0,0,4,1.80524,3.71717
303,1,1,1,2.85108,2.7538
303,1,1,2,1.4732,3.7834
303,1,1,3,2.37782,3.17683
303,1,1,4,2.17034,4.53881
304,0,0,1,1.44071,3.58306
304,0,0,2,2.04096,4.545
304,0,0,3,1.46667,5.02667
304,0,0,4,2.73281,1.91667
305,1,0,1,3.16537,2.49595
305,1,0,2,2.39998,3.21167
305,1,0,3,1.93333,3.44333
305,1,0,4,2.86485,2.83333
306,1,1,1,3.15439,2.35955
306,1,1,2,1.83297,3.71167
306,1,1,3,1.46667,3.86
306,1,1,4,1.8,4.08333
307,1,0,1,1.42503,4.93441
307,1,0,2,2.10977,3.35056
307,1,0,3,1.4567,4.46712
307,1,0,4,1.3567,4.18049
308,0,0,1,1.26667,4.83333
308,0,0,2,1.4,3.295
308,0,0,3,1,5.11
308,0,0,4,1.30425,3.97845
309,1,0,1,2.41967,2.70304
309,1,0,2,2.02499,4.04038
309,1,0,3,2.50736,4.54484
309,1,0,4,1.16971,3.11795
310,0,0,1,1.84059,4.89178
310,0,0,2,3.59444,3.45113
310,0,0,3,3.78119,1.85841
310,0,0,4,3.53333,4.08333
311,0,1,1,2.34893,2.17374
311,0,1,2,1.85537,4.40361
311,0,1,3,2.06768,4.77258
311,0,1,4,1.06667,3.16667
312,1,1,1,3.28085,4.25745
312,1,1,2,1.71024,4.71421
312,1,1,3,2.35455,5.006
312,1,1,4,2.73333,4.83333
313,1,0,1,2.18981,3.23084
313,1,0,2,2.62421,3.14678
313,1,0,3,1.92883,4.32709
313,1,0,4,1.60825,3.74029
314,0,1,1,2.99025,2.53149
314,0,1,2,2.38383,3.62833
314,0,1,3,2.19282,3.55494
314,0,1,4,2.46667,3.08333
315,0,0,1,2.30021,3.14203
315,0,0,2,1.28726,2.00335
315,0,0,3,1.10591,3.52509
315,0,0,4,1.64088,3.1608
316,0,0,1,2.46667,1.33333
316,0,0,2,1.6,2.295
316,0,0,3,1.94576,2.46993
316,0,0,4,1.80552,2.39111
317,1,0,1,2.26667,2.91667
317,1,0,2,2,2.43588
317,1,0,3,2.05948,2.43046
317,1,0,4,1.18638,3.71797
318,0,0,1,2.66667,5
318,0,0,2,3.33333,5.045
318,0,0,3,1.26667,5.11
318,0,0,4,1.96625,3.51142
319,1,0,1,1.66667,2.83333
319,1,0,2,3.33333,4.295
319,1,0,3,3,4.11
319,1,0,4,2.64282,3.41324
320,0,1,1,1.93333,4.16667
320,0,1,2,1.13333,4.87833
320,0,1,3,1.2,4.86
320,0,1,4,1.00371,4.20224
321,1,0,1,1.8,3.87249
321,1,0,2,1.21059,4.87833
321,1,0,3,1.53333,4.27667
321,1,0,4,2.32494,4.39453
322,1,1,1,2.74091,4.66667
322,1,1,2,1.4,3.46167
322,1,1,3,1.2,4.19333
322,1,1,4,2.11299,4.65874
323,0,1,1,1.26667,4
323,0,1,2,1.66667,4.37019
323,0,1,3,1.74887,2.84514
323,0,1,4,1.9897,4.6795
324,0,0,1,3.02223,4.66667
324,0,0,2,1.26667,3.295
324,0,0,3,1.53333,3.19333
324,0,0,4,1.00643,3.11044
325,1,0,1,2.65031,4
325,1,0,2,2.26667,4.295
325,1,0,3,1.06667,4.19333
325,1,0,4,1.51494,4.36365
326,0,0,1,1.96581,2.66182
326,0,0,2,1.38441,1.96179
326,0,0,3,2.38427,2.46895
326,0,0,4,2.09596,3.00932
327,0,1,1,1.8,5
327,0,1,2,3.66667,3.44545
327,0,1,3,1.3969800000000001,2.58356
327,0,1,4,2.58332,4.32384
328,1,0,1,2.59478,2.94978
328,1,0,2,2.06229,3.08646
328,1,0,3,2.36067,2.70353
328,1,0,4,1.78438,3.56226
329,0,0,1,1.46667,4
329,0,0,2,1.66667,4.46167
329,0,0,3,1.53333,5.02667
329,0,0,4,1.29046,3.92031
330,1,0,1,1.32262,3.41667
330,1,0,2,2.73333,3.71167
330,1,0,3,1.66667,3.44333
330,1,0,4,2.81963,3.81228
331,0,1,1,3.6,4.58333
331,0,1,2,4,3.545
331,0,1,3,2.26667,2.94333
331,0,1,4,3.26309,3.94669
332,1,1,1,4.45533,2.25
332,1,1,2,1.6,2.795
332,1,1,3,2.93333,3.94333
332,1,1,4,2.11789,3.07674
333,0,0,1,1.2,1.33333
333,0,0,2,1.26667,5.045
333,0,0,3,1.26667,2.44333
333,0,0,4,1.07379,2.4594
334,1,1,1,1.93333,4.32668
334,1,1,2,2.25035,4.795
334,1,1,3,2.4,4.19333
334,1,1,4,2.157,4.93133
335,0,0,1,4,3.83333
335,0,0,2,1.6,4.21167
335,0,0,3,2.10403,4.42038
335,0,0,4,1.51312,3.07758
336,1,0,1,2.75142,3.50661
336,1,0,2,2.68594,4.1954
336,1,0,3,1.99996,3.64345
336,1,0,4,1.882,3.98045
337,0,1,1,2,3
337,0,1,2,1.8,1.37833
337,0,1,3,1.8,1.44333
337,0,1,4,1.87417,4.30535
338,0,0,1,2.15458,4.5
338,0,0,2,1.86667,4.87833
338,0,0,3,2.40173,4.93989
338,0,0,4,1.81488,4.28643
339,0,0,1,1.75702,3.14968
339,0,0,2,1.21812,3.68113
339,0,0,3,1.44926,3.29644
339,0,0,4,1.28121,4.20759
340,1,0,1,2.34397,3.32431
340,1,0,2,2.72592,3.2966
340,1,0,3,2.02695,2.82954
340,1,0,4,2.18763,3.31109
341,0,0,1,1.06667,3.91667
341,0,0,2,1.26667,3.295
341,0,0,3,1.43295,3.10176
341,0,0,4,1.02463,4.95888
342,1,1,1,2.62616,3.91178
342,1,1,2,1.76196,3.12833
342,1,1,3,1.66667,4.27667
342,1,1,4,1.40914,2.39559
343,1,1,1,2,4
343,1,1,2,1,3.73368
343,1,1,3,1.11743,3.73262
343,1,1,4,1.3821,3.61039
344,0,0,1,2.47663,4.24381
344,0,0,2,2.96325,4.02047
344,0,0,3,1.46465,4.89394
344,0,0,4,2.38721,2.93136
345,1,0,1,2.46667,4
345,1,0,2,2.13333,4.21167
345,1,0,3,1.66667,4.52667
345,1,0,4,1.7235,4.53781
346,1,0,1,2,3.41667
346,1,0,2,1.2,4.17944
346,1,0,3,1.45854,4.69514
346,1,0,4,1.64298,3.34536
347,0,1,1,2.63191,2.07579
347,0,1,2,1.07394,3.045
347,0,1,3,1.89403,2.62426
347,0,1,4,1.31542,1.7372
348,0,0,1,2.67057,4.99658
348,0,0,2,1.31095,4.87833
348,0,0,3,1.66667,3.86
348,0,0,4,1.71098,4.72167
349,1,0,1,3.27843,1.81847
349,1,0,2,3.00608,4.60841
349,1,0,3,2.04656,3.29181
349,1,0,4,1.20881,3.3315
350,1,0,1,4.13333,2.66667
350,1,0,2,3,2.66638
350,1,0,3,1.73299,3.6638
350,1,0,4,2.52673,3.14853
351,1,0,1,1,5
351,1,0,2,1.06667,4.71167
351,1,0,3,1.06667,4.36
351,1,0,4,1.06691,4.93097
352,0,0,1,1.26667,2.75
352,0,0,2,1,2.46167
352,0,0,3,1.06667,2.69333
352,0,0,4,1.37957,2.18141
353,1,0,1,4.03613,2.27702
353,1,0,2,2.65995,4.98002
353,1,0,3,2.32856,4.86849
353,1,0,4,1.36287,3.94521
354,1,1,1,1.98966,3.98761
354,1,1,2,1.33178,4.62833
354,1,1,3,1.06667,5.11
354,1,1,4,1.29796,4.92807
355,0,1,1,1.90612,3.82413
355,0,1,2,2.75544,4.21167
355,0,1,3,1.2,4.11
355,0,1,4,1.96759,3.72029
356,0,0,1,1.23646,3.25
356,0,0,2,2.46667,3.27314
356,0,0,3,1.36677,4.1827
356,0,0,4,1.12068,3.969
357,1,0,1,2.41542,3.42195
357,1,0,2,2.00472,4.19648
357,1,0,3,3.05165,4.44381
357,1,0,4,2.5922,3.86984
358,1,0,1,2.8,4.25
358,1,0,2,2.2,2.46167
358,1,0,3,2.86667,2.86
358,1,0,4,1.66636,1.84389
359,1,1,1,3,2.91667
359,1,1,2,1.06667,4.12833
359,1,1,3,1.6,3.86
359,1,1,4,1.0002,3.04313
360,0,1,1,1.60941,3.33333
360,0,1,2,2.26667,2.21167
360,0,1,3,1.66667,2.61
360,0,1,4,1.00497,4.37136
361,1,0,1,2.8,5
361,1,0,2,1.26667,4.51375
361,1,0,3,1.40894,3.95664
361,1,0,4,1.13617,3.94879
362,0,0,1,1.46667,3.5
362,0,0,2,2.26667,4.48808
362,0,0,3,2.15226,3.98064
362,0,0,4,1.19845,4.00536
363,0,1,1,3.00508,4.01677
363,0,1,2,2.35976,3.15582
363,0,1,3,1.65269,3.90177
363,0,1,4,2.60799,4.41515
364,0,1,1,3.11296,2.83333
364,0,1,2,1.8,4.4832
364,0,1,3,1.16966,3.23895
364,0,1,4,1.8978,4.62973
365,1,1,1,4.5694,4.41667
365,1,1,2,2.6,4.46167
365,1,1,3,2.28431,5.07255
365,1,1,4,1.74775,4.12677
366,0,1,1,2.1589,4.41667
366,0,1,2,1.86667,4.11605
366,0,1,3,1.33676,3.07558
366,0,1,4,1.99353,4.36987
367,1,1,1,3.32643,3.70266
367,1,1,2,3.38401,4.5444
367,1,1,3,2.06667,4.44333
367,1,1,4,1.93333,3.91667
368,0,0,1,2.21012,5
368,0,0,2,2.6,3.54446
368,0,0,3,2.04791,3.64788
368,0,0,4,2.17479,4.95057
369,0,0,1,3.59538,5
369,0,0,2,2.4,4.91534
369,0,0,3,2.02703,4.11376
369,0,0,4,2.55629,4.3136
370,0,1,1,3.09416,2.08333
370,0,1,2,2.06667,3.52266
370,0,1,3,2.10364,2.98847
370,0,1,4,2.26782,4.00054
371,1,1,1,1.91929,4.16667
371,1,1,2,2.33333,4.19055
371,1,1,3,1.97201,2.95798
371,1,1,4,2.21096,4.71065
372,1,0,1,1.02689,4.33872
372,1,0,2,1.30914,4.35056
372,1,0,3,1.33333,4.44333
372,1,0,4,1,4.5
373,0,0,1,2.07074,4.16667
373,0,0,2,1,3.545
373,0,0,3,1.06667,4.11
373,0,0,4,2.06667,2.83333
374,0,0,1,1.5847,1.25
374,0,0,2,2.26667,3.67458
374,0,0,3,1.67355,2.27573
374,0,0,4,2.34456,3.36598
375,1,0,1,1.09203,4.66667
375,1,0,2,1.86667,4.87833
375,1,0,3,1.75,4.77667
375,1,0,4,1,5
376,0,1,1,2.41153,3.07726
376,0,1,2,1.99187,3.94488
376,0,1,3,1.82323,2.55154
376,0,1,4,1.71684,2.97702
377,0,0,1,2.18404,3.66667
377,0,0,2,1.73333,4.46167
377,0,0,3,2,4.02667
377,0,0,4,1.46667,3.08333
378,1,1,1,2.10296,1.75
378,1,1,2,2,4.36959
378,1,1,3,2.35826,3.05958
378,1,1,4,2.66667,3.91667
379,0,1,1,1.74018,3.16119
379,0,1,2,1.06321,4.61699
379,0,1,3,1.52242,3.3195
379,0,1,4,2.11217,3.91672
380,0,1,1,3.59924,4.54986
380,0,1,2,2.26354,4.37833
380,0,1,3,1,4.77667
380,0,1,4,1,4.08333
381,1,0,1,2.26659,3.08333
381,1,0,2,1.2,2.73927
381,1,0,3,1.33253,3.8243
381,1,0,4,1.05692,3.16667
382,1,0,1,1.0772,4.08333
382,1,0,2,1.13333,3.71167
382,1,0,3,1,5.11
382,1,0,4,2.06667,4.16667
383,1,1,1,2.75868,4.16667
383,1,1,2,3.46667,3.37833
383,1,1,3,2.6,3.27667
383,1,1,4,2.76401,4.44642
384,0,0,1,2.02507,3.33333
384,0,0,2,1.2,3.99171
384,0,0,3,1.46667,3.02667
384,0,0,4,2.58987,2.91667
385,1,1,1,1.27334,2.63701
385,1,1,2,1.92947,3.3237
385,1,1,3,2.09608,3.79151
385,1,1,4,1.63993,4.6357
386,1,0,1,1.72465,2.66667
386,1,0,2,1.6,3.51462
386,1,0,3,3.08396,3.27488
386,1,0,4,3.11402,4.59394
387,1,0,1,1.18792,4.5
387,1,0,2,1.13333,4.71167
387,1,0,3,1.00008,4.56547
387,1,0,4,1.33333,3.91667
388,1,0,1,1.46543,3.33333
388,1,0,2,1.4,4.37833
388,1,0,3,2.33333,4.61
388,1,0,4,2.33333,3.41667
389,0,0,1,1.32295,4.58333
389,0,0,2,1.26667,4.21167
389,0,0,3,1,3.86
389,0,0,4,2.6,4.16667
390,1,1,1,1.12287,4.08333
390,1,1,2,1.26667,4.37833
390,1,1,3,1.13333,4.86
390,1,1,4,1,4.65228
391,1,1,1,1.49625,3.41667
391,1,1,2,2.66667,3.71167
391,1,1,3,1.66667,3.86
391,1,1,4,1.2,5
392,0,0,1,1.9168,2.36111
392,0,0,2,3.86667,2.71167
392,0,0,3,1.53333,2.19333
392,0,0,4,3.86667,2.83333
393,0,0,1,2.15758,4.25407
393,0,0,2,1.0086,5.0236
393,0,0,3,1.18599,4.07141
393,0,0,4,1.57393,4.91667
394,0,0,1,1.92571,3.08333
394,0,0,2,2.8,3.17287
394,0,0,3,1.8178,3.20694
394,0,0,4,1.33333,3
395,0,1,1,1.73786,2.66667
395,0,1,2,2.6,3.62833
395,0,1,3,2,4.02667
395,0,1,4,1.71537,4.92715
396,0,0,1,1.30849,4.75
396,0,0,2,1,4.16653
396,0,0,3,1.00014,4.58236
396,0,0,4,2.22104,3.91667
397,0,0,1,2.92847,4.5
397,0,0,2,1.06667,4.42922
397,0,0,3,1.39202,5.03314
397,0,0,4,2.14829,4.82618
