ID,gender,group,time,neg,pos
175,1,0,2,1.6,2.795
175,1,0,3,2.4,3.61
175,1,0,4,1.47745,4.53453
176,1,1,1,2.65963,3.15681
176,1,1,2,1.95352,3.00268
176,1,1,3,2.41591,3.41947
176,1,1,4,1.84908,3.52281
177,0,0,1,1.38035,4.04548
177,0,0,2,1.53788,1.87833
177,0,0,3,2.31159,2.25152
177,0,0,4,2.00575,3.47977
178,0,1,1,1.18175,4.16827
178,0,1,2,1.13725,2.64172
178,0,1,3,1.72926,3.2962
178,0,1,4,1.32231,3.37007
179,0,0,1,2.28806,4.22835
179,0,0,2,1.09609,3.63119
179,0,0,3,1.42834,4.21294
179,0,0,4,1.06229,4.82238
180,1,0,1,1.2,4.33333
180,1,0,2,1.53333,4.795
180,1,0,3,1.06667,3.19333
180,1,0,4,1.06461,4.30158
181,0,1,1,1.38135,4.4276
181,0,1,2,2.10328,3.62063
181,0,1,3,1.67567,3.53929
181,0,1,4,2.2667,3.49483
182,0,0,1,2.90468,3.02589
182,0,0,2,1.2807,4.42808
182,0,0,3,1.49235,2.74454
182,0,0,4,2.04053,4.15903
183,0,0,1,2.42048,2.66569
183,0,0,2,1.79313,3.32459
183,0,0,3,1.62305,3.31615
183,0,0,4,1.29752,4.67887
184,0,0,1,1.1402,3.95215
184,0,0,2,1.3334,3.84609
184,0,0,3,1.04472,4.1806
184,0,0,4,1.09188,3.88144
185,1,1,1,3.32917,3.23116
185,1,1,2,2.89074,2.97301
185,1,1,3,2.18956,2.89026
185,1,1,4,1.52699,3.07095
186,0,0,1,1.88825,3.61429
186,0,0,2,2.29347,2.55456
186,0,0,3,1.86364,3.84242
186,0,0,4,1.21037,4.21464
187,1,1,1,1.60961,3.32878
187,1,1,2,3.0605,4.71167
187,1,1,3,4.46667,2.44333
187,1,1,4,1.67015,3.94104
188,0,0,1,1.46667,3.41667
188,0,0,2,1.2,3.87833
188,0,0,3,1.33333,4.02667
188,0,0,4,1.29755,4.07651
189,1,0,1,2.89988,3.97237
189,1,0,2,1.94069,2.62833
189,1,0,3,3,2.77667
189,1,0,4,1.73384,4.71786
190,0,1,1,1.38841,3.20418
190,0,1,2,1.68616,1.795
190,0,1,3,1.2,2.44333
190,0,1,4,1.86898,2.15117
191,1,1,1,2.65745,4.21875
191,1,1,2,2.15164,3.24755
191,1,1,3,1.57257,5.03836
191,1,1,4,1.41401,2.08349
192,1,0,1,1.66667,4.16667
192,1,0,2,1,5.045
192,1,0,3,1.26667,4.77667
192,1,0,4,1.64538,4.94005
193,0,0,1,1.38959,3.3311
193,0,0,2,2.16101,3.31177
193,0,0,3,1.80611,3.1182
193,0,0,4,1.42817,2.6872
194,1,0,1,3.06667,3.84743
194,1,0,2,2.48008,4.00973
194,1,0,3,2.65375,4.584
194,1,0,4,1.02234,4.10736
195,0,1,1,1.58952,4.61256
195,0,1,2,1.06148,3.58217
195,0,1,3,1.66882,4.33132
195,0,1,4,2.09922,4.53017
196,1,1,1,2.51578,3.65404
196,1,1,2,3.70105,4.04659
196,1,1,3,1.56747,3.53677
196,1,1,4,2.43439,3.82114
197,1,0,1,3.73333,4.66667
197,1,0,2,3.33333,3.00265
197,1,0,3,2.83782,3.4185
197,1,0,4,3.34938,3.2854
198,1,0,1,1.89822,4.34495
198,1,0,2,1.45104,4.67568
198,1,0,3,1.65224,3.28677
